"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"1974"	"1974"	"Manic depressive psychosis, depressed type"	"296.2"	18	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified"	"296.9"	12	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other"	"297.9"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Reactive confusion"	"298.2"	11	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified psychosis"	"299"	162	213436958	0.1
	"1974"	"1974"	"Anxiety neurosis"	"300.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Depressive neurosis"	"300.4"	9	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified neurosis"	"300.9"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Habitual excessive drinking"	"303.1"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Alcoholic addiction"	"303.2"	2725	213436958	1.3
	"1974"	"1974"	"Other and unspecified alcoholism"	"303.9"	2205	213436958	1.0
	"1974"	"1974"	"Opium, opium alkaloids, and their derivatives"	"304.0"	164	213436958	0.1
	"1974"	"1974"	"Synthetic analgesics with morphine-like effects"	"304.1"	11	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Barbiturates"	"304.2"	8	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other hypnotics and sedatives or tranquillisers"	"304.3"	4	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other psycho-stimulants"	"304.6"	5	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Hallucinogenics"	"304.7"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other"	"304.8"	11	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified"	"304.9"	969	213436958	0.5
	"1974"	"1974"	"Cardiovascular"	"305.3"	17	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Gastrointestinal"	"305.5"	4	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other psychomotor disorders"	"306.3"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Feeding disturbance"	"306.5"	63	213436958	0.0
	"1974"	"1974"	"Other"	"306.9"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Transient situational disturbances"	"307"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other or unspecified physical condition"	"309.9"	1494	213436958	0.7
	"1974"	"1974"	"Other and unspecified"	"311.9"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"312.9"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"313.9"	80	213436958	0.0
	"1974"	"1974"	"Other and unspecified"	"314.9"	37	213436958	0.0
	"1974"	"1974"	"Other and unspecified"	"315.9"	186	213436958	0.1
	"1974"	"1974"	"H. influenzae"	"320.0"	212	213436958	0.1
	"1974"	"1974"	"Pneumococcus"	"320.1"	261	213436958	0.1
	"1974"	"1974"	"Due to other specified organism"	"320.8"	192	213436958	0.1
	"1974"	"1974"	"With no organism specified as cause"	"320.9"	874	213436958	0.4
	"1974"	"1974"	"Phlebitis and thrombophlebitis of intracranial venous sinuses"	"321"	43	213436958	0.0
	"1974"	"1974"	"Intracranial and intraspinal abscess"	"322"	259	213436958	0.1
	"1974"	"1974"	"Encephalitis, myelitis, and encephalomyelitis"	"323"	286	213436958	0.1
	"1974"	"1974"	"Late effects of intracranial abscess or pyogenic infection"	"324"	88	213436958	0.0
	"1974"	"1974"	"Neuropathic muscular atrophy"	"330.0"	11	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Familial progressive spinal muscular atrophy"	"330.1"	111	213436958	0.1
	"1974"	"1974"	"Amyotonia congenita"	"330.2"	27	213436958	0.0
	"1974"	"1974"	"Progressive muscular dystrophy"	"330.3"	117	213436958	0.1
	"1974"	"1974"	"Myotonia atrophica"	"330.4"	547	213436958	0.3
	"1974"	"1974"	"Other"	"330.9"	12	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Hereditary chorea"	"331.0"	253	213436958	0.1
	"1974"	"1974"	"Dystonia musculorum deformans"	"331.1"	9	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Progressive familial myoclonic epilepsy"	"331.2"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other"	"331.9"	4	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Hereditary spinal ataxia"	"332.0"	31	213436958	0.0
	"1974"	"1974"	"Hereditary cerebellar ataxia"	"332.1"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"332.9"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Amaurotic family idiocy"	"333.0"	36	213436958	0.0
	"1974"	"1974"	"Progressive cerebral leukodystrophy"	"333.1"	63	213436958	0.0
	"1974"	"1974"	"Other and unspecified"	"333.9"	91	213436958	0.0
	"1974"	"1974"	"Multiple sclerosis"	"340"	1593	213436958	0.7
	"1974"	"1974"	"Other demyelinating diseases of central nervous system"	"341"	68	213436958	0.0
	"1974"	"1974"	"Paralysis agitans"	"342"	3438	213436958	1.6
	"1974"	"1974"	"Spastic hemiplegia"	"343.0"	6	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other spastic paralyis"	"343.1"	132	213436958	0.1
	"1974"	"1974"	"Athetoid"	"343.2"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"343.9"	531	213436958	0.2
	"1974"	"1974"	"Monoplegia"	"344.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Hemiplegia"	"344.1"	264	213436958	0.1
	"1974"	"1974"	"Paraplegia"	"344.2"	143	213436958	0.1
	"1974"	"1974"	"Quadriplegia"	"344.3"	119	213436958	0.1
	"1974"	"1974"	"Other and unspecified"	"344.9"	331	213436958	0.2
	"1974"	"1974"	"Generalised nonconvulsive"	"345.0"	8	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Generalised convulsive"	"345.1"	359	213436958	0.2
	"1974"	"1974"	"Status epilepticus"	"345.2"	504	213436958	0.2
	"1974"	"1974"	"Partial (focalized), temporal lobe or psychomotor"	"345.3"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Partial (focalized), other and unspecified type"	"345.5"	6	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"345.9"	822	213436958	0.4
	"1974"	"1974"	"Migraine"	"346"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Cataplexy and narcolepsy"	"347.0"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Cerebral and cortical atrophy"	"347.1"	345	213436958	0.2
	"1974"	"1974"	"Other and unspecified"	"347.9"	2388	213436958	1.1
	"1974"	"1974"	"Amyotrophic lateral sclerosis"	"348.0"	1819	213436958	0.9
	"1974"	"1974"	"Progressive bulbar palsy"	"348.1"	87	213436958	0.0
	"1974"	"1974"	"Other progressive muscular atrophy"	"348.2"	50	213436958	0.0
	"1974"	"1974"	"Other and unspecified manifestations"	"348.9"	69	213436958	0.0
	"1974"	"1974"	"Syringomyelia and syringobulbia"	"349.0"	40	213436958	0.0
	"1974"	"1974"	"Spinal paralysis, monoplegic"	"349.1"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Spinal paralysis, hemiplegic"	"349.2"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Spinal paralysis, quadriplegic"	"349.4"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Spinal paralysis, other and unspecified"	"349.5"	17	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Compression, old or not specified as traumatic"	"349.6"	15	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"349.9"	132	213436958	0.1
	"1974"	"1974"	"Facial paralysis"	"350"	34	213436958	0.0
	"1974"	"1974"	"Trigeminal neuralgia"	"351"	15	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Sciatica"	"353"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Polyneuritis and polyradiculitis"	"354"	189	213436958	0.1
	"1974"	"1974"	"Cranial NEC"	"355.0"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Spinal NEC"	"355.1"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"355.9"	10	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other diseases of cranial nerves"	"356"	9	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Median nerve"	"357.2"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"357.9"	53	213436958	0.0
	"1974"	"1974"	"Conjunctivitis and ophthalmia"	"360"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"With ulceration"	"363.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Choroiditis"	"365"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other inflammation of uveal tract"	"366"	4	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Abscess and cellulitis of orbit"	"369.0"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"369.9"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"370.9"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"371.9"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Esotropia"	"373.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified"	"373.9"	4	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Senile and unspecified type"	"374.9"	42	213436958	0.0
	"1974"	"1974"	"Primary, acute"	"375.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified"	"375.9"	9	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Detachment of retina"	"376"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Vascular lesions of retina"	"377.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Amblyopia"	"377.2"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other diseases of retina"	"377.4"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other disease of eyelid"	"378.2"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Blindness, both eyes, not specifically defined"	"379.1"	4	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Otitis externa"	"380"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Acute"	"381.0"	6	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Chronic"	"381.1"	8	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified"	"381.9"	72	213436958	0.0
	"1974"	"1974"	"Acute"	"382.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Chronic"	"382.1"	6	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified"	"382.9"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Acute"	"383.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Chronic"	"383.1"	5	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified"	"383.9"	8	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Labyrinthitis"	"384.0"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Ménière's disease"	"385"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Otosclerosis"	"386"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Cholesteatoma of ear"	"387.0"	5	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Deaf mutism"	"388"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Rheumatic fever without mention of heart involvement"	"390"	26	213436958	0.0
	"1974"	"1974"	"Active rheumatic pericarditis"	"391.0"	94	213436958	0.0
	"1974"	"1974"	"Active rheumatic endocarditis"	"391.1"	5	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Active rheumatic myocarditis"	"391.2"	7	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other active rheumatic heart disease"	"391.9"	40	213436958	0.0
	"1974"	"1974"	"Without mention of heart involvement"	"392.9"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Diseases of pericardium"	"393"	62	213436958	0.0
	"1974"	"1974"	"Specified as rheumatic"	"394.0"	2002	213436958	0.9
	"1974"	"1974"	"Not specified as rheumatic"	"394.9"	1552	213436958	0.7
	"1974"	"1974"	"Specified as rheumatic"	"395.0"	803	213436958	0.4
	"1974"	"1974"	"Not specified as rheumatic"	"395.9"	3167	213436958	1.5
	"1974"	"1974"	"Specified as rheumatic"	"396.0"	729	213436958	0.3
	"1974"	"1974"	"Not specified as rheumatic"	"396.9"	333	213436958	0.2
	"1974"	"1974"	"Of tricuspid valve"	"397.0"	43	213436958	0.0
	"1974"	"1974"	"Of other and unspecified endocardial structures, specified as rheumatic"	"397.9"	593	213436958	0.3
	"1974"	"1974"	"Other heart disease, specified as rheumatic"	"398"	3843	213436958	1.8
	"1974"	"1974"	"Without mention of organ damage"	"400.0"	47	213436958	0.0
	"1974"	"1974"	"With heart involvement"	"400.1"	47	213436958	0.0
	"1974"	"1974"	"With cerebrovascular involvement"	"400.2"	374	213436958	0.2
	"1974"	"1974"	"With renal involvement"	"400.3"	171	213436958	0.1
	"1974"	"1974"	"With multiple organ involvement"	"400.9"	231	213436958	0.1
	"1974"	"1974"	"Essential benign hypertension"	"401"	1201	213436958	0.6
	"1974"	"1974"	"Hypertensive heart disease"	"402"	7167	213436958	3.4
	"1974"	"1974"	"Hypertensive renal disease"	"403"	4823	213436958	2.3
	"1974"	"1974"	"Hypertensive heart and renal disease"	"404"	4916	213436958	2.3
	"1974"	"1974"	"With hypertensive disease"	"410.0"	30626	213436958	14.3
	"1974"	"1974"	"Without mention of hypertensive disease"	"410.9"	303570	213436958	142.2
	"1974"	"1974"	"With hypertensive disease"	"411.0"	280	213436958	0.1
	"1974"	"1974"	"Without mention of hypertensive disease"	"411.9"	4138	213436958	1.9
	"1974"	"1974"	"With or without cardiovascular disease with hypertension"	"412.1"	20609	213436958	9.7
	"1974"	"1974"	"Cardiovascular disease without mention of chronic ischemic heart disease with hypertensive disease"	"412.2"	22138	213436958	10.4
	"1974"	"1974"	"With or without cardiovascular disease without mention of hypertensive disease"	"412.3"	225937	213436958	105.9
	"1974"	"1974"	"Cardiovascular disease without mention of chronic ischemic heart disease without mention of hypertensive disease"	"412.4"	57381	213436958	26.9
	"1974"	"1974"	"With hypertensive disease"	"413.0"	30	213436958	0.0
	"1974"	"1974"	"Without mention of hypertensive disease"	"413.9"	145	213436958	0.1
	"1974"	"1974"	"Acute pericarditis, nonrheumatic"	"420"	51	213436958	0.0
	"1974"	"1974"	"Acute and subacute bacterial endocarditis"	"421.0"	652	213436958	0.3
	"1974"	"1974"	"Other acute endocarditis"	"421.9"	16	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Acute myocarditis"	"422"	371	213436958	0.2
	"1974"	"1974"	"Chronic disease of pericardium, nonrheumatic"	"423"	519	213436958	0.2
	"1974"	"1974"	"Of mitral valve, nonrheumatic"	"424.0"	69	213436958	0.0
	"1974"	"1974"	"Of aortic valve, nonrheumatic"	"424.1"	207	213436958	0.1
	"1974"	"1974"	"Of other endocardial structures"	"424.9"	930	213436958	0.4
	"1974"	"1974"	"Cardiomyopathy"	"425"	2775	213436958	1.3
	"1974"	"1974"	"Pulmonary heart disease"	"426"	1217	213436958	0.6
	"1974"	"1974"	"Congestive heart failure"	"427.0"	14599	213436958	6.8
	"1974"	"1974"	"Left ventricular failure"	"427.1"	319	213436958	0.1
	"1974"	"1974"	"Cardiac arrest NOS"	"427.2"	10228	213436958	4.8
	"1974"	"1974"	"Other heart block"	"427.3"	533	213436958	0.2
	"1974"	"1974"	"Atrial fibrillation or flutter"	"427.4"	1228	213436958	0.6
	"1974"	"1974"	"Paroxysmal tachycardia (atrial)"	"427.5"	59	213436958	0.0
	"1974"	"1974"	"Ventricular fibrillation or flutter"	"427.6"	638	213436958	0.3
	"1974"	"1974"	"Other and unspecified disorders or heart rhythm"	"427.9"	1346	213436958	0.6
	"1974"	"1974"	"Other myocardial insufficiency"	"428"	3689	213436958	1.7
	"1974"	"1974"	"Cardiac enlargement and hypertrohy"	"429.0"	319	213436958	0.1
	"1974"	"1974"	"Other and unspecified heart disease"	"429.9"	8167	213436958	3.8
	"1974"	"1974"	"With hypertension (benign)"	"430.0"	1440	213436958	0.7
	"1974"	"1974"	"Without mention of hypertension"	"430.9"	7441	213436958	3.5
	"1974"	"1974"	"With hypertension (benign)"	"431.0"	8635	213436958	4.0
	"1974"	"1974"	"Without mention of hypertension"	"431.9"	21880	213436958	10.3
	"1974"	"1974"	"With hypertension (benign)"	"432.0"	258	213436958	0.1
	"1974"	"1974"	"Without mention of hypertension"	"432.9"	2965	213436958	1.4
	"1974"	"1974"	"With hypertension (benign)"	"433.0"	3949	213436958	1.9
	"1974"	"1974"	"Without mention of hypertension"	"433.9"	49593	213436958	23.2
	"1974"	"1974"	"With hypertension (benign)"	"434.0"	56	213436958	0.0
	"1974"	"1974"	"Without mention of hypertension"	"434.9"	854	213436958	0.4
	"1974"	"1974"	"With hypertension (benign)"	"435.0"	9	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Without mention of hypertension"	"435.9"	65	213436958	0.0
	"1974"	"1974"	"With hypertension (benign)"	"436.0"	8911	213436958	4.2
	"1974"	"1974"	"Without mention of hypertension"	"436.9"	59020	213436958	27.7
	"1974"	"1974"	"With hypertension (benign)"	"437.0"	1947	213436958	0.9
	"1974"	"1974"	"Without mention of hypertension"	"437.9"	36904	213436958	17.3
	"1974"	"1974"	"With hypertension (benign)"	"438.0"	403	213436958	0.2
	"1974"	"1974"	"Without mention of hypertension"	"438.9"	3094	213436958	1.4
	"1974"	"1974"	"Of aorta"	"440.0"	85	213436958	0.0
	"1974"	"1974"	"Of renal artery"	"440.1"	31	213436958	0.0
	"1974"	"1974"	"Of arteries of the extremities"	"440.2"	124	213436958	0.1
	"1974"	"1974"	"Of other specified arteries"	"440.3"	24	213436958	0.0
	"1974"	"1974"	"Generalized and unspecified"	"440.9"	31975	213436958	15.0
	"1974"	"1974"	"Dissecting aneurysm of aorta (any part)"	"441.0"	2843	213436958	1.3
	"1974"	"1974"	"Aneurysm of thoracic aorta"	"441.1"	1259	213436958	0.6
	"1974"	"1974"	"Aneurysm of abdominal aorta"	"441.2"	6616	213436958	3.1
	"1974"	"1974"	"Unspecified aortic aneurysm"	"441.9"	3320	213436958	1.6
	"1974"	"1974"	"Other aneurysm"	"442"	1380	213436958	0.6
	"1974"	"1974"	"Raynaud's syndrome"	"443.0"	8	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Thrombo-angiitis obliterans (Buerger's disease)"	"443.1"	40	213436958	0.0
	"1974"	"1974"	"Chilblains"	"443.2"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other"	"443.8"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Unspecified"	"443.9"	743	213436958	0.3
	"1974"	"1974"	"Of abdominal aorta"	"444.0"	213	213436958	0.1
	"1974"	"1974"	"Of other aorta"	"444.1"	220	213436958	0.1
	"1974"	"1974"	"Of mesenteric artery"	"444.2"	3730	213436958	1.7
	"1974"	"1974"	"Of renal artery"	"444.3"	91	213436958	0.0
	"1974"	"1974"	"Of arteries of the extremities"	"444.4"	675	213436958	0.3
	"1974"	"1974"	"Of other and unspecified arteries"	"444.9"	745	213436958	0.3
	"1974"	"1974"	"Arteriosclerotic gangrene"	"445.0"	2111	213436958	1.0
	"1974"	"1974"	"Gangrene not elsewhere classified"	"445.9"	846	213436958	0.4
	"1974"	"1974"	"Polyarteritis nodosa"	"446.0"	189	213436958	0.1
	"1974"	"1974"	"Hemorrhagic pulmonary renal syndrome"	"446.1"	39	213436958	0.0
	"1974"	"1974"	"Other hypersensitivity angiitis"	"446.2"	62	213436958	0.0
	"1974"	"1974"	"Wegener's granulomatosis"	"446.3"	73	213436958	0.0
	"1974"	"1974"	"Cranial arteritis"	"446.4"	30	213436958	0.0
	"1974"	"1974"	"Thrombotic microangiopathy"	"446.5"	114	213436958	0.1
	"1974"	"1974"	"Pulseless disease"	"446.6"	6	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other"	"446.9"	56	213436958	0.0
	"1974"	"1974"	"Other diseases of arteries and arterioles"	"447"	751	213436958	0.4
	"1974"	"1974"	"Diseases of capillaries"	"448"	36	213436958	0.0
	"1974"	"1974"	"Pulmonary embolism and infarction"	"450"	11734	213436958	5.5
	"1974"	"1974"	"Of lower extremities"	"451.0"	1272	213436958	0.6
	"1974"	"1974"	"Of other and unspecified sites"	"451.9"	1189	213436958	0.6
	"1974"	"1974"	"Portal vein thrombosis"	"452"	55	213436958	0.0
	"1974"	"1974"	"Other venous embolism and thrombosis"	"453"	1556	213436958	0.7
	"1974"	"1974"	"With ulcer"	"454.0"	65	213436958	0.0
	"1974"	"1974"	"With stasis dermatitis, without ulcer"	"454.1"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified, without ulcer"	"454.9"	174	213436958	0.1
	"1974"	"1974"	"Hemorrhoids"	"455"	21	213436958	0.0
	"1974"	"1974"	"Of esophagus"	"456.0"	429	213436958	0.2
	"1974"	"1974"	"Of other sites"	"456.9"	79	213436958	0.0
	"1974"	"1974"	"Noninfective disease of lymphatic channels"	"457"	20	213436958	0.0
	"1974"	"1974"	"Hypotension"	"458.0"	152	213436958	0.1
	"1974"	"1974"	"Obstruction of inferior and superior vena cava"	"458.1"	13	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified circulatory diseases"	"458.9"	887	213436958	0.4
	"1974"	"1974"	"Acute nasopharyngitis (common cold)"	"460"	24	213436958	0.0
	"1974"	"1974"	"Acute maxillary sinusitis"	"461.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Acute frontal sinusitis"	"461.1"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Acute sinusitis, other and unspecified"	"461.9"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Acute pharyngitis"	"462"	29	213436958	0.0
	"1974"	"1974"	"Acute tonsillitis"	"463"	13	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Acute laryngitis and tracheitis"	"464"	121	213436958	0.1
	"1974"	"1974"	"Acute upper respiratory infection of multiple or unspecified sites"	"465"	184	213436958	0.1
	"1974"	"1974"	"Acute bronchitis and bronchiolitis"	"466"	750	213436958	0.4
	"1974"	"1974"	"Influenza, unqualified"	"470"	968	213436958	0.5
	"1974"	"1974"	"Influenza with pneumonia"	"471"	1115	213436958	0.5
	"1974"	"1974"	"Influenza with other respiratory manifestations"	"472"	74	213436958	0.0
	"1974"	"1974"	"Influenza with digestive manifestations"	"473"	28	213436958	0.0
	"1974"	"1974"	"Influenza with nervous manifestations"	"474"	16	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Viral pneumonia"	"480"	1275	213436958	0.6
	"1974"	"1974"	"Pneumococcal pneumonia"	"481"	4783	213436958	2.2
	"1974"	"1974"	"Friedländer's bacillus"	"482.0"	304	213436958	0.1
	"1974"	"1974"	"Hemophilus influenzae"	"482.1"	20	213436958	0.0
	"1974"	"1974"	"Streptococcus"	"482.2"	59	213436958	0.0
	"1974"	"1974"	"Staphylococcus"	"482.3"	382	213436958	0.2
	"1974"	"1974"	"Other"	"482.9"	758	213436958	0.4
	"1974"	"1974"	"Pneumonia due to other specified organism"	"483"	97	213436958	0.0
	"1974"	"1974"	"Acute interstitial pneumonia"	"484"	573	213436958	0.3
	"1974"	"1974"	"Bronchopneumonia, unspecified"	"485"	20209	213436958	9.5
	"1974"	"1974"	"Pneumonia, unspecified"	"486"	24116	213436958	11.3
	"1974"	"1974"	"Bronchitis, unspecified"	"490"	680	213436958	0.3
	"1974"	"1974"	"Chronic bronchitis"	"491"	4417	213436958	2.1
	"1974"	"1974"	"Emphysema"	"492"	19907	213436958	9.3
	"1974"	"1974"	"Asthma"	"493"	1876	213436958	0.9
	"1974"	"1974"	"Hypertrophy of tonsils and adenoids"	"500"	36	213436958	0.0
	"1974"	"1974"	"Peritonsillar abscess"	"501"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Chronic pharyngitis"	"502.0"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Chronic nasopharyngitis"	"502.1"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Maxillary sinusitis (chronic)"	"503.0"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Frontal sinusitis (chronic)"	"503.1"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Sinusitis (chronic), other and unspecified"	"503.9"	31	213436958	0.0
	"1974"	"1974"	"Deflected nasal septum"	"504"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Chronic laryngitis"	"506"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Hay fever"	"507"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Paralysis of vocal cords or larynx"	"508.0"	27	213436958	0.0
	"1974"	"1974"	"Polyp of vocal cords or larynx"	"508.1"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Edema of larynx"	"508.2"	71	213436958	0.0
	"1974"	"1974"	"Other disease of vocal cords or larynx, not elsewhere classified"	"508.3"	207	213436958	0.1
	"1974"	"1974"	"Retropharyngeal abscess"	"508.4"	7	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other and unspecified diseases of upper respiratory tract"	"508.9"	72	213436958	0.0
	"1974"	"1974"	"Empyema"	"510"	338	213436958	0.2
	"1974"	"1974"	"Without mention of effusion or tuberculosis"	"511.0"	91	213436958	0.0
	"1974"	"1974"	"With effusion, with mention of a bacterial cause other than tuberculosis"	"511.1"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other specified forms of effusion, except tuberculous"	"511.2"	295	213436958	0.1
	"1974"	"1974"	"Spontaneous pneumothorax"	"512"	290	213436958	0.1
	"1974"	"1974"	"Abscess of lung"	"513"	828	213436958	0.4
	"1974"	"1974"	"Pulmonary congestion and hypostasis"	"514"	995	213436958	0.5
	"1974"	"1974"	"Silicosis"	"515.0"	242	213436958	0.1
	"1974"	"1974"	"Anthracosilicosis"	"515.1"	997	213436958	0.5
	"1974"	"1974"	"Asbestosis"	"515.2"	35	213436958	0.0
	"1974"	"1974"	"Other, including pneumoconiosis, unspecified"	"515.9"	386	213436958	0.2
	"1974"	"1974"	"Due to inhalation of other inorganic dust"	"516.0"	9	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Due to inhalation of other dust"	"516.1"	4	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Due to inhalation of fumes"	"516.2"	1	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Other chronic interstitial pneumonia"	"517"	3054	213436958	1.4
	"1974"	"1974"	"Bronchiectasis"	"518"	763	213436958	0.4
	"1974"	"1974"	"Pulmonary collapse"	"519.0"	345	213436958	0.2
	"1974"	"1974"	"Acute edema of lung"	"519.1"	364	213436958	0.2
	"1974"	"1974"	"Other diseases of lung"	"519.2"	1977	213436958	0.9
	"1974"	"1974"	"Chronic obstructive lung disease without mention of asthma, bronchitis, or emphysema"	"519.3"	14299	213436958	6.7
	"1974"	"1974"	"Other"	"519.9"	738	213436958	0.3
	"1974"	"1974"	"Disturbances in tooth eruption"	"520.6"	3	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Dental caries"	"521.0"	2	213436958	0.0 (Unreliable)
	"1974"	"1974"	"Acute apical periodontitis"	"522.4"	2	213436958	0.0 (Unreliable)
